"","Ref","df=1","df=2","df=3","df=4","df=5","df=6","df=7","df=8","df=9","df=10","df=20","df=50","df=100"
"1",0,-1.67460524042073,-0.104149763905276,-3.21644246650623,1.12858106510317,-1.42888903457298,-1.04169037513725,2.35470699650709,-0.325838623132627,-0.687536612533266,-1.0270610812308,-2.13787145571478,-1.4685448521424,-1.45077983375362
"2",0,-0.0182980945053399,0.214995277425052,-2.16086282198407,-1.14383722743084,-2.73233400350841,-0.402333355690863,0.430152797837002,-0.213925778481246,-1.7777948008739,-1.39036766185587,-1.18172452276728,-0.965402902129765,-0.724011144899573
"3",0,-0.816862738917053,-10.6715186366132,-1.79175676507956,0.40552848965433,-0.0731641214069033,0.270471388120436,-0.738298781643216,-2.49446488835873,-0.814717693499696,-0.170748109490258,-0.263452003215783,-1.41494043129932,-1.27796663541837
"4",0,-2.03945395881971,-2.78441228212259,-1.04665538193494,-2.71247675346631,-0.638198280715009,-3.68130924448891,-1.04845307777097,-1.77786906474926,-0.370397342926681,-0.172955230253523,0.0453164647196362,-0.972861480782952,-2.3841169725485
"5",0,0.504471963914829,-1.03315166146318,-0.205521613053839,-1.13179507075534,0.0373195824149468,-2.03012390061853,-0.0395619898503012,-0.994885917349169,-0.66718117976849,-0.361371438233429,-1.37886501381433,0.0424332699077707,-0.875105046067203
"6",0,-0.527353872985218,1.34932588681232,-1.46750827167721,-0.690156845619491,-2.31969999473581,-1.48186724073455,-0.741565683465727,-0.227894959862201,0.372451368431405,-1.1090568488471,-0.772226675652129,-0.527718989374646,-2.20617117247351
"7",0,22.7265990323368,-0.0693050729718523,-2.46465943162877,0.484977116591246,1.43627108174256,-0.656482486884345,0.895012949821187,-0.440541719686428,-0.715940018183352,-0.911180488716393,-1.88740269792439,-1.26471512386853,-0.296016305148651
"8",0,-1.6854834267038,-3.14653360274438,0.00243118127630493,-1.83750334275922,-1.21608128546621,-0.468667079107921,0.330772744021184,-1.00754128518936,-1.93446206092248,-1.15887599484953,-2.26616214368364,-0.725266743130667,-0.511877237702743
"9",0,-1.69817867192095,-0.829538746756728,-1.52154745765318,1.52275025717699,-1.06330099653154,-3.09707609302917,-2.67354784067364,-1.62530797309901,-0.290282768718124,-0.832919141798906,-1.73946439248019,-2.22038442469321,-2.91186349509216
"10",0,-0.289445889813048,-1.4772323055908,-1.37518287133205,-1.96753993319105,-1.85848653748028,-3.54257493830396,-0.462273776280528,-2.58825500011495,-1.3141151639378,-0.587248704966451,-2.54070985943188,-1.12649388477831,-0.990140288318235
