"","Ref","g=0.1","g=0.2","g=0.3","g=0.4","g=0.5","g=0.6","g=0.7","g=0.8","g=0.9","g=1"
"1",0,-0.474307243571582,-1.95688663794617,-1.5312938032759,0.16503373719337,0.180733314273208,-0.860660442156403,-4.4672410066027,-2.11854135144022,-0.118196336150021,-4.12873343177367
"2",0,-0.913624300481029,-3.10468124760867,-1.65109833400552,-0.581974900772867,-0.441031811257749,-3.48056854747939,-0.414101992012011,-0.314103729775237,-0.150587713409002,-1.02062213005068
"3",0,-1.42786181915847,-0.855851034591915,-0.42483253852467,0.421155608123924,-2.2107967265462,-2.81625029565643,-1.09206443520649,-0.779109607074083,-3.6742203059392,-1.53826621646293
"4",0,-0.0149632485166475,-2.42987999818204,-2.53843003463856,-0.0436354137822309,0.215852924258334,-1.38506712452088,-0.32842406403965,-1.16023741808975,-1.10278552186189,-1.3044954445908
"5",0,-1.07706354293991,-1.16466699062365,-2.3792379919323,-0.596096200917421,-0.79244412572123,-3.53163933241154,-0.30340473315048,-1.6723963595813,-0.603852456721362,-3.28680961533357
"6",0,-3.52416587890649,-0.0300267456374822,-1.80804493437535,-0.466977678927108,-1.85081378026351,-1.60933472396042,-1.36968776295138,-0.763519318500873,-0.693072265818015,-1.18445419172441
"7",0,-1.46974387511707,-1.90219248385155,0.0619088211958412,-0.883597235643229,-1.55912260743688,-4.84042837999629,-1.78013926573309,-3.68525852815583,-1.08186978175444,-0.106969232454561
"8",0,-2.36754481419704,-0.89476124237239,0.368206554912024,-3.77128228296877,0.450900443089289,-0.849714652909435,-0.716756952694693,-2.12239443750766,-5.07524601325205,-3.64659292521923
"9",0,0.165208954714227,-0.769501888227857,-1.04786672883742,0.0270459420729028,-0.488695029023933,-0.506778711264756,-1.41226947376596,-0.0653402738659224,-0.960911485739686,-1.99755809754143
"10",0,-2.16046018666515,-2.37832580926951,-1.06566174857511,-2.59408804910932,-1.82553954302744,-1.7518378615582,-4.26802960769854,-0.0741635918098024,-0.845881509100444,-0.578896152920832
"11",0,-1.76704030201262,-3.10577677303374,-2.38676148155351,-1.33466016586998,-2.34079153566093,0.0311265927193156,-0.338795798305034,-0.303820967393057,-1.2914145566387,-2.144969865649
"12",0,-1.91940815678366,-1.98385675097543,-1.88503121190143,-3.43350249137012,-1.45202940655873,-0.185902883253385,-1.67674924022243,-0.508523385509174,-9.31998345562756,-1.40625544682618
"13",0,-0.239379995395797,-1.31084345759839,-0.906194023712045,0.283808999872436,-2.49302366338235,-1.3473834744571,-2.22248736424298,-0.249254804549324,-0.373975037746439,-0.91604255062162
"14",0,-2.43109106394116,-1.40273072400257,-1.30177772153058,-1.637230559263,-1.42634891974561,-2.33317883606578,-1.38396064648287,-1.05288617535371,-0.169210652857814,-4.0066522890304
"15",0,-0.119298965313879,-2.24263675810588,-0.1529292787848,-0.0356590193941994,-1.7009473856932,-2.94386957760239,-0.277196977581465,-0.51130680233305,-1.23677049008134,-0.292014564765721
"16",0,-1.31013949425201,-1.17787269869551,0.101900230901326,-5.17433458078651,0.0719376434651009,0.195048790203395,-0.259452519681876,-0.795350638252804,-0.670956675266242,-2.22240841687776
"17",0,-0.875149086014725,-2.44595461559393,-0.86014862846079,-0.755804468205811,-0.594632720035114,-0.320712199134119,-4.79253228532609,-0.28856302056765,-0.34371609411349,-1.19487122691165
"18",0,0.245814234824488,-0.368219450882772,-0.671042137574236,-2.09745033044816,-0.516908217404262,-2.0210329147191,-1.45027905006262,-0.125464510889718,-2.76138061020405,-0.855674678406682
"19",0,-0.668020313541208,-1.11734521063152,-0.836553227125809,-0.483324874162839,0.132729045992448,-4.10154553402435,-0.157102774181629,-6.112942306841,-0.232844534455872,-3.93557897544812
"20",0,-1.83618139778791,0.11776567733742,-3.45587710531541,-0.215923219828715,-1.07510626439906,-1.17479753902068,-1.06633924483002,-0.205241004825003,-6.06128529290963,-0.854559764033283
"21",0,-1.11931084834236,1.17389035657761,0.147489223789583,-0.0519759590845131,-2.74082820946155,-0.530634551756339,0.0404770812766542,-0.831884786148584,-0.031524138957065,-4.1452191722634
"22",0,-0.433937331910845,-0.921346070041975,0.398015698961066,-1.15256306225167,-0.970950722263109,-0.318048306647697,0.0441843725706181,-0.627928229934803,-0.685222867981136,-1.61053053778338
"23",0,1.56501108852563,-0.638419039884737,-1.26843852083086,-0.937475448081056,-1.673036540016,-0.28862373322716,-3.44745924303166,-0.75711226492342,-0.96689829500108,-1.34741638880609
