"","Ref","df=1","df=2","df=3","df=4","df=5","df=6","df=7","df=8","df=9","df=10","df=20","df=50","df=100"
"1",0,0.111636507358917,1.52746723325876,0.503336250869345,-1.30231775082227,-1.31623504037915,1.38240665314873,1.10230411409149,0.398157915369667,0.967233601939569,0.0897596334901432,-1.57481750306833,0.177236344017434,0.126867683946556
"2",0,-0.152951334276833,5.23525184439919,-0.00394182841166494,-0.239432237324209,0.753909286085508,-0.652503781895392,0.474508880591998,0.0816465664681109,-0.817618517422993,0.325979011293658,-0.226864706507401,1.2209870553172,2.42140578875532
"3",0,0.76546513687685,0.348077861282952,3.12982459972464,1.00356670703454,-1.03780085481395,-0.564034936505678,1.70336689359948,0.684059988482003,-0.169520577999306,-0.48007449525538,1.50254046688541,-0.477049763008002,-0.607315904811646
"4",0,1.08663743407689,-2.04772203285332,-1.73112430445045,0.506127378003151,-2.04094709178045,0.937192982747748,0.605614125297508,-0.236871979373641,-1.04449285967858,-1.35192989447968,0.218965672213344,-1.27532978382027,-0.0482121341002893
"5",0,-2.8320431861867,1.88639122166037,0.183714225578076,-0.465567543147889,-1.25566009021419,-0.686692406844962,-3.7671909205877,0.228666161332419,-0.602927508076837,-0.676797354224592,-0.194743494780176,0.435257453802531,0.0522937746214194
"6",0,-4.82874672643185,-0.151922717606989,-0.326625996922221,-0.751961391903627,1.16961636728537,-0.861853898911696,0.523190367716458,1.40343067634102,0.639854735577389,-1.40824500253924,-1.00133040375251,0.785155912455794,0.647360610487856
"7",0,-0.992870416132017,0.3461368710279,2.32705859301682,0.606927252902367,0.955405410518124,-1.42867209132649,1.17880944772162,0.561355351192858,-0.665377584435817,-1.01837914294474,1.6614383859249,-0.109645191140432,1.16388218935194
"8",0,0.804647112089616,0.532352807184438,1.04773262052653,0.484834725272599,1.01071248157211,-3.51453147649974,0.6297638531955,0.732675628013359,0.293057984468075,0.0725633051932524,1.57520219313465,0.715257398646253,0.572655064806205
"9",0,0.177749188233161,-0.0801401474171322,-1.40004614825886,0.407064518065548,2.56570731392934,-2.57418367307819,-0.538251612148186,-0.392404654922805,-1.73169453398873,1.29706540771579,0.458938372101358,2.79262822390075,1.72698696551547
"10",0,3.97229428676816,0.774713724991644,-1.75243627795515,-2.06199146017936,0.384979400091801,-0.83493968475733,0.508633186735914,-1.11548891441415,-0.303213966019389,0.0434195069396465,1.5171502835,1.32781481518626,-0.279672290630569
"11",0,0.431668382473884,-0.821851617538193,-1.53834070587011,-0.880810929644912,1.26182591455643,-1.31780103234374,-2.791895692799,-0.175102409229906,0.191968515485887,-0.580408591339691,0.0981340045794616,-1.12082591927891,0.133179433249903
"12",0,-3.96893019027589,0.504547592383567,-0.181428046723671,1.102128416905,-1.32003437524552,0.421247944413107,0.502898722599587,0.000437653726237692,-0.0726785391729572,0.898965656562373,-0.42648171832487,1.3268621498561,0.484047427038445
"13",0,-0.541667781477197,-0.622438860848609,-0.272936243252739,-0.148566221281577,-0.107347335078302,-0.139325877257628,-0.328405058670765,-0.578773310445622,-0.616732392518953,-0.282868279549172,-0.580143641692347,-0.935088901397717,1.67528398622482
"14",0,-0.570564333068343,-0.441227140485576,-0.564547838457962,0.907731013672466,-0.185135228011695,-1.53076994592156,-0.241141901632215,-0.656602237855001,0.241296849664465,0.0434096058471175,-0.152065748083174,-1.55456091069994,0.651874325212009
"15",0,-0.880774723277393,1.79613613461362,1.58223092245679,-0.618740900290706,0.293441648751497,2.45456301478423,0.971491941617039,-1.33895218193702,1.31820898828638,-0.866755708814379,-0.345178887418972,-1.68902158783974,0.779690726693416
"16",0,-0.235393013095625,-0.260174461724567,-2.26118669607417,1.39014673114099,-0.162510626538092,-0.166305093842002,-0.947757735497459,-0.206005472564763,0.89436958164318,0.525401381378998,0.636693801617135,1.48252496479749,2.35197535019266
"17",0,1.06050439027225,2.19020308912166,-0.495128424306951,-2.66830256468819,1.05380416618956,-0.31721348536174,-0.908835125530285,-0.0421175596019037,-1.71055823885968,0.951532586282784,1.23515945965498,0.372227574142698,1.01020058887082
"18",0,1.06007901754443,-0.463181597100933,-1.10691801446582,0.238707031316846,-0.733480357958311,0.311095111789764,0.104159347108706,-1.62929461203256,-1.88844822916123,0.3293730588752,-0.130950044127652,0.0717750654696455,-0.19658545616616
"19",0,-0.113268762619786,-1.56833614516238,2.05152362096801,1.0371027526094,-1.16530467236786,0.669578059453508,0.171700258259309,2.47456470126436,-0.0491476991899018,1.02090955631925,3.40175817140318,-0.171076100652405,0.548667076894723
"20",0,1.28488832096184,5.03772677484538,0.321244422537501,-0.283894711017286,-0.692012896101634,-0.629863962299043,2.41217778869187,0.586125959764793,0.148321547169457,0.0387983611617935,0.153896627223631,-0.146170410288268,0.0860846093785946
"21",0,1.29472810678116,-4.04603042119396,0.278722398546908,-0.43125567734952,-1.23908190936294,-1.54609323210391,-1.73218666167091,-0.450293142793059,-1.04750031101396,0.925819921317172,-1.34513802587113,-0.40877372881898,-0.935210176568216
"22",0,-0.343436053880191,0.10743484280411,3.20940290734459,0.844000540492074,0.248620204126406,1.80958924076197,-2.59781539832698,-1.11486569753836,-0.553150467618443,0.91287336360428,0.838800362429852,-1.28660756544348,-0.12049242312524
"23",0,3.67155066295316,7.51219917315699,-1.70959898890863,-0.593162117621077,2.60594074258627,-0.246166916697311,1.77238837323021,0.973479811013813,-0.258394299253205,-1.06597402368916,0.0491206406327737,0.396992339540546,0.28164090812683
"24",0,-0.661681454500349,0.505020309732375,1.00862523515265,0.342311347975244,1.09914519076626,-0.840578304438377,0.09083021236275,0.15458035198806,-0.206104017386994,-0.0420627646967299,0.556965599584885,0.614608264236995,-0.571269514286324
"25",0,2.42736948124551,-0.0313193869647178,0.994468369780458,0.0671228536766346,0.414165054231245,-1.12822953380137,0.153095644955061,-0.122111287671665,-0.311564855530082,0.203772093217975,-0.839992332672399,2.204118763049,-0.114415442437778
"26",0,1.65125343004694,-1.54679517583174,-1.83315901079199,-0.98519075097967,-0.394225296220897,1.30586493707914,1.17317794760612,0.308341550309275,0.989842405013664,1.19927518453662,-0.802096114451442,-2.69498833207114,2.26126012018039
"27",0,2.09065411227846,0.259143178603271,0.686896969115372,0.885836496623909,0.72214237648228,-0.759184639341683,-0.418550835895859,-2.0113691434332,0.457217050811152,-1.38527512584659,0.434582355975588,0.380204510430588,1.56679988831635
"28",0,-0.304382005127462,-0.488882506486376,-0.580833958851036,-2.46717388805996,0.750600710134865,1.41594276813659,-1.26499070571064,-0.079732438323591,-0.477433157529112,4.19716946388954,0.0571094967705252,0.488228509787533,-0.984161604063045
