"","Ref","g=0.1","g=0.2","g=0.3","g=0.4","g=0.5","g=0.6","g=0.7","g=0.8","g=0.9","g=1"
"1",0,-0.154342089969486,1.46529823756748,0.369131812233324,-1.98149058801831,0.619451115282706,-0.0667988518887149,-0.0801851233366605,-0.35564810072495,0.545154319701562,-1.55433456073597
"2",0,0.26493016011776,-0.0641635704375487,0.63048924805283,-0.468628028089415,0.677041412061957,-0.893923032739905,0.719937436310518,-0.429930795662606,0.0873425443499853,0.454647604937426
"3",0,1.25877899316192,-0.139162689078184,-0.448439902000672,-1.21997334059454,-0.296673381730564,-0.317662957980509,-3.63844528652464,0.603373201938703,-2.66147635227421,0.415207226104601
"4",0,0.747958397509096,1.62206706287261,-0.269521423505618,-1.81535768921596,-0.74856039898568,0.755237787338058,-2.20554562776462,0.160340649768635,0.84200998704522,0.892769547022145
"5",0,-0.122986611194027,-0.187292759846944,-0.184776897622888,-0.867248491468321,-1.40848010474486,-1.06542655620803,-3.20569874225441,-0.389666352628933,0.56540390708427,-4.47940820752645
"6",0,0.333831393570422,1.10222109445818,1.29054114946014,-1.21871778150769,1.24655588048134,-1.12819828442951,0.127284537133152,-0.341691031543334,-3.21931401984638,-1.55440835345257
"7",0,0.282173780688139,-1.73598995982207,-0.678161825822799,-1.94573567670045,0.670958451848355,-0.161408036973931,0.670572537319474,0.231344502309941,0.793789714115306,0.0777338993355132
"8",0,-0.867630650881672,-0.961477406401801,1.38125728660144,-0.780770788655908,0.119558433380252,-0.455059999789504,0.195300552260396,0.617838872468187,-2.08443740084214,-0.778725437516095
"9",0,-0.502160364067603,1.22215241179927,-0.553562410478229,0.937239192085374,0.376432423719923,-1.9309842567459,0.725259994749787,-0.539218828300105,0.634023845616518,0.698406075105041
"10",0,-0.0408851943272714,-0.801228272408439,0.814285272373479,-1.23875697190782,0.642664133148437,-0.141580904831239,-1.01722919202068,0.945103579998952,0.0248138764014539,0.0123733600342134
"11",0,0.325777352516943,1.66183532518965,1.00387834328874,0.155286784538301,-0.128269988233817,0.477185387920664,-1.45266475710378,0.0323732007007141,0.279022231772491,0.694074879930682
"12",0,-0.135893052642231,-0.653456527918482,-0.474585901495336,0.34464391345023,0.677980078960612,0.384026974457932,0.692979044693579,-3.70567758124191,0.415425360393563,-2.47958642703106
"13",0,-2.07647392818351,-1.09771675643953,0.730308986443167,0.547043595193842,0.0951213844878838,-0.14730177295879,0.34121208004035,-0.689585438030301,-0.113203612869873,0.647073550796898
"14",0,0.922722304331167,-0.144787272996114,-0.826332678746049,-1.4584423818355,0.905161206149958,0.277949104714467,-1.12033655215192,0.330189335404415,-0.728580646315907,-0.102976542348313
"15",0,0.64344486168371,0.671911889705787,-1.71775717055699,0.00769395445624849,-0.874824318324799,-0.0460159345437809,-0.290400906778266,0.166705492213217,0.828904380077189,-1.17561055149473
"16",0,-0.980246156575344,-0.570788385914782,-2.1992031229277,0.171406465377017,-1.65533990088082,-2.15222024503483,-0.739668507128788,0.903262391067238,0.319784931679715,-1.43589555549485
"17",0,-0.491523599901378,0.545905763559456,-0.52299520367372,-0.736766136917777,-1.00417129925829,-1.66207565951939,-0.583295470207466,-0.309387344155107,0.812932519280203,0.258563183708592
"18",0,-0.0393002760731442,0.721220335384683,-1.07383996667245,-2.02384526215641,-1.38549404512528,0.765350281716564,-0.0834409591338888,-1.06859540167952,0.773973982241836,0.508866452989579
"19",0,1.21791061660291,1.3351173966655,0.105765914900615,-0.530938316642904,-0.796880202582981,-2.1912590556875,0.241736628825637,-0.419490534290834,0.491497049495321,0.53510995517453
"20",0,-1.38180620518491,-1.13177046397463,-0.117778233311119,1.35918444800995,-0.900558814196121,0.979465485480394,0.334492114296462,0.247681680572414,-0.467866757832439,0.362673501867983
"21",0,0.0550748353704056,-0.933284832532187,-1.61664172005043,0.213720565983467,-2.54750988097352,0.0727248310083978,-2.94842996916431,-0.799176194555716,-0.217644945889152,0.207616035194207
"22",0,0.809930069626655,-2.16426501863081,0.592257725221757,0.551144595880082,-0.955808978941076,1.06113899090352,-0.277327726022841,-0.838414786508334,-1.28367489496811,-2.25203248645437
"23",0,-0.557723232865825,-0.796911146511925,1.18401308482675,0.502524885208436,-0.141205875623649,0.528257869377756,1.15664323795682,0.749657984407152,0.705030255407909,-4.91790566508618
"24",0,-0.251499907072426,1.34528255731493,-0.579712263831498,-0.374643455461028,-1.02313925402684,-2.24559003855158,0.433120206921367,0.572763108173049,-2.27388159995332,-0.188151074536228
"25",0,-1.2987126995098,-1.46465278754529,-0.161459120079931,0.483381717218367,-0.51494963077801,-0.78462472523328,-1.15073762362798,-2.46011210908241,0.239209581900409,-0.427367541949141
"26",0,-0.432338109148915,0.413956597298607,0.137799195861234,-1.32150686681571,-2.36317357284384,0.639846228673294,-1.02850001570597,0.206063793702299,-0.474745112705119,-2.12935568178287
"27",0,-0.219766494883338,0.310194397840469,0.799070873060135,-2.92239136360177,0.399880004506947,-1.62239509603297,-0.0501081030125136,-3.50809415890228,0.260821431617536,-1.10534101446336
"28",0,-0.0963921982944616,1.01296350035267,1.38202150023341,-0.26880515957486,0.127516032295122,-0.863287836520631,-1.03746706426124,-0.0198536358037207,-5.82072533012432,0.450156328737565
"29",0,-1.17697508883369,0.70321002586053,0.833486450084209,-2.80753799891034,1.05449767494536,0.656911071890337,0.729679891868857,-3.65684234007078,-0.195063799519236,0.117775658627839
"30",0,0.0956645221074071,0.814514847192712,0.825180835595346,0.696738359446549,1.05906113915909,-1.14139293417324,-0.793015566766612,0.62956761568546,0.316618851672447,0.325560583750484
