"","Ref","norm_hom","norm_het","binorm_hom","binorm_het","cf_hom","cf_het"
"1",-1.20706574938542,-2.13465912771991,-2.12803829957448,-2.13554650757799,-2.12941311215817,-2.13859774465169,-2.13414037645944
"2",0.27742924211066,-0.73945688739252,-0.74272735965866,-0.737807656939926,-0.739288955892986,-0.730561385057194,-0.724181541104778
"3",1.08444117668306,0.0456105700848595,0.0679286629442464,0.0440266263932878,0.064047950770364,0.0301432521906715,0.0300332445851972
"4",-2.34569770262935,-3.23476652473282,-3.23625182024355,-3.30215977073962,-3.31939947262234,-3.22816462789273,-3.22810660902394
"5",0.42912468881105,-0.599361063377054,-0.607438508411561,-0.592731748973937,-0.593191612741749,-0.581133101104615,-0.568265245389581
"6",0.506055892157574,-0.500188073804131,-0.477652969023162,-0.517374855618226,-0.515161352768762,-0.520936252648614,-0.522933735517966
"7",-0.574739960134649,-1.55539217662348,-1.56251065243123,-1.52592881195574,-1.51070950341515,-1.54866609158313,-1.55068515533004
"8",-0.546631855784187,-1.51705534194002,-1.51533109423862,-1.49408916425696,-1.47472537462494,-1.50195835178586,-1.48863861812571
"9",-0.564451999093283,-1.52949123138474,-1.5243582579039,-1.54009287768788,-1.54303598235097,-1.53952937722597,-1.54204322084466
"10",-0.890037829044104,-1.84999381203996,-1.85289459289293,-1.90210744919244,-1.93891906414182,-1.84219726398835,-1.84002475765684
"11",-0.477192699753547,-1.46613923583486,-1.47629186548212,-1.4437788141654,-1.43620428096721,-1.43734959239616,-1.4246780237772
"12",-0.998386444859704,-1.96411842395923,-1.97374904182253,-1.9598730335392,-1.9668913617327,-1.96412730480854,-1.97376338726958
"13",-0.77625389463799,-1.7254357395442,-1.71716751967568,-1.72739081125102,-1.72046905892673,-1.74333342036382,-1.74739142170568
"14",0.0644588172762693,-0.934387173923804,-0.930019347282933,-0.844842111090019,-0.751115863390742,-0.932765800957795,-0.926779980832924
"15",0.959494058970771,-0.089944458796012,-0.0919785252554973,-0.0774647103343088,-0.062157349823405,-0.0857270471211405,-0.0819007441358183
"16",-0.110285494390774,-1.10543141042677,-1.10604492361366,-1.11396406749057,-1.12250695197485,-1.10159398050964,-1.09864138217778
"17",-0.511009505806642,-1.48100867036334,-1.47753424042979,-1.48665387622225,-1.48758670132943,-1.48061901261998,-1.47684037393009
"18",-0.911195416629811,-1.84221452193391,-1.82713742727945,-1.86279899361243,-1.86097292951081,-1.86808859080886,-1.86966764757489
"19",-0.83717168026894,-1.79252927258041,-1.79066896755737,-1.81687707366311,-1.83128731661327,-1.79640383796488,-1.79713273193148
"20",2.41583517848934,1.30686145588832,1.33283198703888,1.29933803636788,1.30877560081679,1.29928171780738,1.30859552033089
"21",0.134088220152031,-0.87294744358121,-0.873287286694357,-0.866744943118281,-0.860721436126024,-0.883472391875681,-0.894610127103349
"22",-0.490685896690943,-1.45777443173799,-1.45117355343977,-1.4571784335293,-1.45010793224552,-1.47369115653688,-1.47963202704151
"23",-0.440547872353227,-1.4173443679331,-1.41639644667591,-1.41022189758041,-1.40353341086216,-1.43483705311046,-1.44798787840861
"24",0.459589441005854,-0.555974805333147,-0.547356759894302,-0.683510289060119,-0.82311518876378,-0.548795774358906,-0.531834191238036
"25",-0.693720246937475,-1.65495076489877,-1.65202368780215,-1.65286349617693,-1.64844024133657,-1.65095667440118,-1.64516658822169
"26",-1.44820491038647,-2.37201695725756,-2.37021745237603,-2.36307324320103,-2.35701341466106,-2.38712472325358,-2.39252177815606
"27",0.574755720900728,-0.46726573226428,-0.483373376412681,-0.450881254206781,-0.447121241350236,-0.450257319962009,-0.445740730574599
"28",-1.02365572296388,-1.9796372998841,-1.98398736328545,-1.97358322387715,-1.97425736881718,-1.9682903054237,-1.96575069212301
"29",-0.0151383003641817,-1.01205849346346,-1.00981373942072,-1.02375373853202,-1.0328108228771,-1.01350746145904,-1.01266293477528
"30",-0.935948601168394,-1.87688890210755,-1.86909473763864,-1.88855301035308,-1.88817280638617,-1.88186022483311,-1.87722594104725
"31",1.10229754620026,0.0367072879809334,0.0214258334735284,0.0597941603845611,0.0781917666586627,0.0485023670773119,0.0504275388666411
"32",-0.475593078869057,-1.43744935305737,-1.42605339222031,-1.43455546530549,-1.42086359340717,-1.45061147819845,-1.44965789498358
"33",-0.709440037512506,-1.66214334635302,-1.65373100032025,-1.65650426952421,-1.64408015925389,-1.67020981120384,-1.66753612704685
"34",-0.501258060594761,-1.46843310920689,-1.46234623608898,-1.46176243787805,-1.45044453190431,-1.47430225009026,-1.4728178625818
"35",-1.6290934690787,-2.53791566053001,-2.53379410071597,-2.52744024427932,-2.51887823863855,-2.52345042510319,-2.5131971667727
"36",-1.16761926209419,-2.10020172337757,-2.09512709412353,-2.04721072021053,-2.01237817087474,-2.10677498461993,-2.10539167221284
"37",-2.18003964894867,-3.08390970596168,-3.08745376144223,-3.08073741630774,-3.08340804605272,-3.0680366251249,-3.06721034913578
"38",-1.34099319210003,-2.27288165648515,-2.27234185545079,-2.263537688392,-2.25824791316585,-2.27056504379604,-2.26884760063192
"39",-0.294293858763713,-1.27242045628896,-1.26626692908961,-1.28816195436477,-1.29553960007769,-1.27164539206232,-1.26482563042848
"40",-0.46589754040611,-1.44931988535058,-1.45467248034188,-1.43381831958315,-1.4268185457352,-1.44238623241167,-1.44221377014167
"41",1.44949626528713,0.375045115763607,0.371812614448836,0.410724962360063,0.465850521572082,0.378516007225513,0.380960506047731
"42",-1.06864272367458,-2.00300962023752,-1.99577706780751,-2.01771422309017,-2.01919834114096,-2.01478107697969,-2.01452646951893
"43",-0.855364633737507,-1.80698675084612,-1.8032720607607,-1.82213439540805,-1.82845041900166,-1.80689626015691,-1.80312164747491
"44",-0.280623001957454,-1.2719291782037,-1.27654424411038,-1.26466641270201,-1.26300152881847,-1.29472937324883,-1.3190592544084
"45",-0.994340076295665,-1.96412622712772,-1.9761524875211,-2.03422578643359,-2.08947764642554,-1.94237258396053,-1.94098486174594
"46",-0.968514317872049,-1.93590803427445,-1.9457952315811,-1.89962063853661,-1.88682809394789,-1.94967888291307,-1.96817290599087
"47",-1.10731819264177,-2.06033015823204,-2.06519361828869,-2.14205610283203,-2.19436248327181,-2.04676851898286,-2.04375927993139
"48",-1.25198588563894,-2.18925589473015,-2.18918591482028,-2.20000510646833,-2.20569066047501,-2.18603427641672,-2.18423932039505
"49",-0.523828118987356,-1.48037875341788,-1.46698401924313,-1.48886236789712,-1.4820521757709,-1.4940454812542,-1.49125815319441
"50",-0.4968499572667,-1.46469892366655,-1.45895618662975,-1.47968873468697,-1.48572435463185,-1.47099650033803,-1.47020213163323
"51",-1.80603125680195,-2.71357555530838,-2.71276907782077,-2.74734916168719,-2.75918702033644,-2.71227719112578,-2.71098462539018
"52",-0.582075924689333,-1.5578741951404,-1.56157808349995,-1.57533563608069,-1.59223298588996,-1.55255532941633,-1.55224040569004
"53",-1.10888962442678,-2.054039077443,-2.05438356862399,-2.06024253827275,-2.06418513411297,-2.06512681706903,-2.07190237128139
"54",-1.01496200949201,-1.96479702954665,-1.96515272004436,-1.95497266002627,-1.94933570456302,-1.96177920635077,-1.96029409210795
"55",-0.162309523556819,-1.17257767844473,-1.1892944097677,-1.14750666843852,-1.14142565448634,-1.15762634998222,-1.16074743526903
"56",0.563055818994517,-0.468973480949344,-0.473654050800805,-0.461215281653929,-0.456528455794795,-0.472799806522222,-0.482100353818697
"57",1.64781747281506,0.568232106420855,0.573119981804297,0.574701797200532,0.590861446107065,0.56821619275875,0.573076342675661
"58",-0.773353423943695,-1.73040057536687,-1.72744515352192,-1.76211318481607,-1.78102946871941,-1.73395775907727,-1.73345567288515
"59",1.6059096288573,0.524660898059112,0.523021924239705,0.593360682056284,0.709841009070365,0.533893112013555,0.548127589229872
"60",-1.15780854769441,-2.09178480622028,-2.08719247243148,-2.0833625067728,-2.07401466865861,-2.09938715076381,-2.09908734808073
"61",0.656588464332807,-0.389922859658088,-0.407012930026283,-0.386164212569789,-0.398559354631742,-0.383542550045963,-0.392662971895198
"62",2.54899107071786,1.42441687748287,1.43098371629115,1.426800312215,1.43881051465709,1.42251668690357,1.42474381036023
"63",-0.0347603898038376,-1.02773684607887,-1.02266982476383,-1.04140024553601,-1.04943178043034,-1.02288508386687,-1.01316687159106
"64",-0.669633579661957,-1.62742177144629,-1.62109154011367,-1.62593471159896,-1.61852621067968,-1.63103949712255,-1.62733248473876
"65",-0.00760475571097463,-1.01658344864943,-1.02565531097003,-1.04728035861865,-1.08610755828714,-0.999285685505165,-0.991590362521511
"66",1.77708444814343,0.701002898966477,0.724173341871811,0.672468653096251,0.643876156257817,0.667441848448109,0.629730407752217
"67",-1.13860773675091,-2.07698995152397,-2.07431507575666,-2.08935737118865,-2.09373999478818,-2.07631153088902,-2.07324951266747
"68",1.36782717942326,0.296310657718703,0.291332576257705,0.288960439542783,0.272274172634411,0.3026208804696,0.307694372501182
"69",1.32956479078236,0.264169774259677,0.265873832153769,0.243173576539906,0.211847744995321,0.269578535231052,0.279791313573918
"70",0.336472797203817,-0.682858746829704,-0.685641564442133,-0.679625446195919,-0.678820532647939,-0.667735398695372,-0.653737064940592
"71",0.00689283844195796,-0.980289869538078,-0.96745638927377,-0.935670561581247,-0.879331240109129,-0.987374952079486,-0.981449747404952
"72",-0.455468738161428,-1.42839454676168,-1.42495137033111,-1.42800790286396,-1.42425518001352,-1.42382645668484,-1.41672607542759
"73",-0.366523932873933,-1.33115663925438,-1.31696284382709,-1.36102176307629,-1.3717030950272,-1.35916574157255,-1.36830116426833
"74",0.648286567503148,-0.375706387219865,-0.365218666747512,-0.385779639408085,-0.387836838275663,-0.37801004973599,-0.370391239910489
"75",2.07027086133094,0.955274812311309,0.932493445228235,0.986918893487535,1.02691959089696,0.968952707551136,0.973308374287631
"76",-0.15339841246697,-1.14825680720271,-1.15056448365459,-1.14040938693545,-1.13555446521951,-1.15088135284465,-1.15558453828751
"77",-1.39070094670149,-2.32201877122766,-2.32243960000696,-2.32323409642725,-2.32425459772881,-2.31611408459982,-2.31362139004851
"78",-0.723581777110154,-1.67806642694943,-1.67146953203134,-1.68978619848706,-1.69147035941887,-1.68772672146794,-1.68795567961169
"79",0.258261762167853,-0.749083129878943,-0.743086870658996,-0.735811800823626,-0.715523959854655,-0.757651634448037,-0.760882596029085
"80",-0.317059114961199,-1.29104245601893,-1.28239173638758,-1.29965021560466,-1.29832589201296,-1.2968975427461,-1.29323031316026
"81",-0.177789957664294,-1.16943571227929,-1.16991927258453,-1.16711727754502,-1.16550630674293,-1.16832630230428,-1.16780759428205
"82",-0.169994076854541,-1.16914570907329,-1.17608083988986,-1.16043249700194,-1.15947001816422,-1.14519577919906,-1.13042281937746
"83",-1.37230188587669,-2.30667873973667,-2.30817151605948,-2.29945120691053,-2.29733794151053,-2.29545637145604,-2.29134995795541
"84",-0.173787170414033,-1.1589216544112,-1.15333254644723,-1.1498866882817,-1.13612139612964,-1.16320013647625,-1.16148283687414
"85",0.850232257121884,-0.197807228869953,-0.205203048756459,-0.222339507304723,-0.262557410523063,-0.187984729568269,-0.182238888297456
"86",0.697608711668253,-0.34115080890385,-0.346068046511932,-0.317869279123261,-0.293274192524839,-0.335122910875833,-0.332399014822891
"87",0.549997351091101,-0.485934625885958,-0.496067164813585,-0.481702810936373,-0.486750141932904,-0.479285717388447,-0.481428520794208
"88",-0.402731975447623,-1.37818910081188,-1.37457731930732,-1.40002281964793,-1.41430792529095,-1.34401564499865,-1.31239221386515
"89",-0.191593770478477,-1.17022042822203,-1.1596276396729,-1.17234007462388,-1.16365110372474,-1.20804320021926,-1.23142195562038
"90",-1.19452787960251,-2.1339557949688,-2.13348797228122,-2.14545505665674,-2.15134844357364,-2.13078060156192,-2.12855631212508
"91",-0.0531588187433239,-1.05352865475668,-1.05640948192443,-1.02557585393828,-1.00186053834915,-1.06718284175438,-1.08305516515818
